NFL Week 1 Over Under Totals 2018,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
OAK 20 @ DEN 23,2007-09-16,37.5,over,37,over,43
KC 10 @ CHI 20,2007-09-16,35,under,35,under,30
SD 14 @ NE 38,2007-09-16,47,over,46,over,52
WAS 20 @ PHI 12,2007-09-17,40,under,39,under,32
NFL Week 3 Over Under Totals 2018,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
NYJ 17 @ CLE 21,2018-09-20,39,under,41,under,38
BUF 27 @ MIN 6,2018-09-23,40.5,under,41,under,33
CIN 21 @ CAR 31,2018-09-23,43.5,over,44,over,52
DEN 14 @ BAL 27,2018-09-23,43,under,46,under,41
GB 17 @ WAS 31,2018-09-23,47.5,over,46.5,over,48
IND 16 @ PHI 20,2018-09-23,47.5,under,45.5,under,36
NO 43 @ ATL 37,2018-09-23,53,over,54,over,80
NYG 27 @ HOU 22,2018-09-23,41.5,over,44,over,49
OAK 20 @ MIA 28,2018-09-23,43.5,over,46,over,48
SF 27 @ KC 38,2018-09-23,55,over,53,over,65
TEN 9 @ JAC 6,2018-09-23,40,under,39,under,15
LAC 23 @ LAR 35,2018-09-23,48,over,49,over,58
CHI 16 @ ARI 14,2018-09-23,38,under,39,under,30
DAL 13 @ SEA 24,2018-09-23,41.5,under,40,under,37
NE 10 @ DET 26,2018-09-23,46,under,55.5,under,36
PIT 30 @ TB 27,2018-09-24,51,over,55,over,57
NFL Week 3 Over Under Totals 2017,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
LAR 41 @ SF 39,2017-09-21,41,over,40.5,over,80
BAL 7 @ JAC 44,2017-09-24,40.5,over,38,over,51
ATL 30 @ DET 26,2017-09-24,48.5,over,51,over,56
CLE 28 @ IND 31,2017-09-24,40.5,over,42,over,59
TB 17 @ MIN 34,2017-09-24,39.5,over,41,over,51
HOU 33 @ NE 36,2017-09-24,43.5,over,44.5,over,69
MIA 6 @ NYJ 20,2017-09-24,41.5,under,43,under,26
NYG 24 @ PHI 27,2017-09-24,43.5,over,42,over,51
DEN 16 @ BUF 26,2017-09-24,41,over,40,over,42
NO 34 @ CAR 13,2017-09-24,49,under,46.5,over,47
PIT 17 @ CHI 23,2017-09-24,45.5,under,43.5,under,40
SEA 27 @ TEN 33,2017-09-24,43,over,42,over,60
CIN 24 @ GB 27,2017-09-24,45.5,over,47.5,over,51
KC 24 @ LAC 10,2017-09-24,45.5,under,47.5,under,34
OAK 10 @ WAS 27,2017-09-24,53,under,53,under,37
DAL 28 @ ARI 17,2017-09-25,47.5,under,46.5,under,45
NFL Week 3 Over Under Totals 2016,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
HOU 0 @ NE 27,2016-09-22,40.5,under,38.5,under,27
MIN 22 @ CAR 10,2016-09-25,43,under,43,under,32
DET 27 @ GB 34,2016-09-25,48,over,47.5,over,61
BAL 19 @ JAC 17,2016-09-25,47.5,under,45,under,36
ARI 18 @ BUF 33,2016-09-25,47,over,48,over,51
OAK 17 @ TEN 10,2016-09-25,48,under,47,under,27
CLE 24 @ MIA 30,2016-09-25,41.5,over,42,over,54
WAS 29 @ NYG 27,2016-09-25,48,over,47,over,56
DEN 29 @ CIN 17,2016-09-25,41,over,42,over,46
SF 18 @ SEA 37,2016-09-25,40.5,over,42,over,55
LA 37 @ TB 32,2016-09-25,42,over,40.5,over,69
NYJ 3 @ KC 24,2016-09-25,43.5,under,44.5,under,27
SD 22 @ IND 26,2016-09-25,50.5,under,51.5,under,48
PIT 3 @ PHI 34,2016-09-25,46,under,46.5,under,37
CHI 17 @ DAL 31,2016-09-25,45,over,45,over,48
ATL 45 @ NO 32,2016-09-26,53.5,over,54,over,77
NFL Week 3 Over Under Totals 2015,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
WAS 21 @ NYG 32,2015-09-24,45,over,45,over,53
SD 14 @ MIN 31,2015-09-27,45,push,45.5,under,45
OAK 27 @ CLE 20,2015-09-27,41.5,over,43.5,over,47
CIN 28 @ BAL 24,2015-09-27,44.5,over,45.5,over,52
NO 22 @ CAR 27,2015-09-27,44,over,43,over,49
ATL 39 @ DAL 28,2015-09-27,44,over,43.5,over,67
TB 9 @ HOU 19,2015-09-27,40,under,41,under,28
IND 35 @ TEN 33,2015-09-27,45,over,46.5,over,68
PIT 12 @ STL 6,2015-09-27,47,under,48.5,under,18
JAC 17 @ NE 51,2015-09-27,48,over,48.5,over,68
PHI 24 @ NYJ 17,2015-09-27,47.5,under,47,under,41
SF 7 @ ARI 47,2015-09-27,44,over,45,over,54
CHI 0 @ SEA 26,2015-09-27,45,under,43.5,under,26
BUF 41 @ MIA 14,2015-09-27,44,over,43.5,over,55
DEN 24 @ DET 12,2015-09-27,44.5,under,45,under,36
KC 28 @ GB 38,2015-09-28,48,over,47,over,66
NFL Week 3 Over Under Totals 2014,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
TB 14 @ ATL 56,2014-09-18,44.5,over,47,over,70
SD 22 @ BUF 10,2014-09-21,44.5,under,45.5,under,32
DAL 34 @ STL 31,2014-09-21,44.5,over,45,over,65
WAS 34 @ PHI 37,2014-09-21,51,over,50.5,over,71
HOU 17 @ NYG 30,2014-09-21,42,over,41.5,over,47
MIN 9 @ NO 20,2014-09-21,50,under,49.5,under,29
TEN 7 @ CIN 33,2014-09-21,41.5,under,44.5,under,40
BAL 23 @ CLE 21,2014-09-21,41.5,over,43,over,44
GB 7 @ DET 19,2014-09-21,52,under,51,under,26
IND 44 @ JAC 17,2014-09-21,46,over,45.5,over,61
OAK 9 @ NE 16,2014-09-21,46.5,under,47.5,under,25
SF 14 @ ARI 23,2014-09-21,42,under,41,under,37
DEN 20 @ SEA 26,2014-09-21,48.5,under,48,under,46
KC 34 @ MIA 15,2014-09-21,41.5,over,43,over,49
PIT 37 @ CAR 19,2014-09-21,40,over,42.5,over,56
CHI 27 @ NYJ 19,2014-09-22,45.5,over,44.5,over,46
NFL Week 3 Over Under Totals 2013,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
KC 26 @ PHI 16,2013-09-19,50,under,50,under,42
HOU 9 @ BAL 30,2013-09-22,44.5,under,44.5,under,39
DET 27 @ WAS 20,2013-09-22,48.5,under,48.5,under,47
SD 17 @ TEN 20,2013-09-22,43.5,under,43,under,37
ARI 7 @ NO 31,2013-09-22,48.5,under,48.5,under,38
TB 3 @ NE 23,2013-09-22,46.5,under,44.5,under,26
CLE 31 @ MIN 27,2013-09-22,41.5,over,40,over,58
NYG 0 @ CAR 38,2013-09-22,45.5,under,46.5,under,38
GB 30 @ CIN 34,2013-09-22,48,over,49.5,over,64
STL 7 @ DAL 31,2013-09-22,46.5,under,47.5,under,38
ATL 23 @ MIA 27,2013-09-22,43,over,45.5,over,50
BUF 20 @ NYJ 27,2013-09-22,39,over,41,over,47
JAC 17 @ SEA 45,2013-09-22,41,over,39,over,62
IND 27 @ SF 7,2013-09-22,45.5,under,45.5,under,34
CHI 40 @ PIT 23,2013-09-22,39.5,over,40.5,over,63
OAK 21 @ DEN 37,2013-09-23,49.5,over,48.5,over,58
NFL Week 3 Over Under Totals 2012,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
NYG 36 @ CAR 7,2012-09-20,52,under,49,under,43
STL 6 @ CHI 23,2012-09-23,44.5,under,41.5,under,29
CIN 38 @ WAS 31,2012-09-23,46.5,over,49.5,over,69
DET 41 @ TEN 44,2012-09-23,47,over,47,over,85
KC 27 @ NO 24,2012-09-23,53,under,51.5,under,51
SF 13 @ MIN 24,2012-09-23,43.5,under,42.5,under,37
NYJ 23 @ MIA 20,2012-09-23,40,over,40.5,over,43
BUF 24 @ CLE 14,2012-09-23,43.5,under,45,under,38
TB 10 @ DAL 16,2012-09-23,45,under,45.5,under,26
JAC 22 @ IND 17,2012-09-23,42,under,41.5,under,39
ATL 27 @ SD 3,2012-09-23,48.5,under,47,under,30
PHI 6 @ ARI 27,2012-09-23,44.5,under,42.5,under,33
PIT 31 @ OAK 34,2012-09-23,43,over,45.5,over,65
HOU 31 @ DEN 25,2012-09-23,47.5,over,43.5,over,56
NE 30 @ BAL 31,2012-09-23,49,over,48.5,over,61
GB 12 @ SEA 14,2012-09-24,47.5,under,45.5,under,26
NFL Week 3 Over Under Totals 2011,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
SF 13 @ CIN 8,2011-09-25,40,under,38.5,under,21
NE 31 @ BUF 34,2011-09-25,51,over,54,over,65
HOU 33 @ NO 40,2011-09-25,52,over,51,over,73
NYG 29 @ PHI 16,2011-09-25,48.5,under,46.5,under,45
MIA 16 @ CLE 17,2011-09-25,41,under,42.5,under,33
DEN 14 @ TEN 17,2011-09-25,41,under,43.5,under,31
DET 26 @ MIN 23,2011-09-25,44.5,over,44.5,over,49
JAC 10 @ CAR 16,2011-09-25,41.5,under,42.5,under,26
KC 17 @ SD 20,2011-09-25,44.5,under,44.5,under,37
NYJ 24 @ OAK 34,2011-09-25,42,over,40,over,58
BAL 37 @ STL 7,2011-09-25,41.5,over,41.5,over,44
ATL 13 @ TB 16,2011-09-25,45.5,under,45,under,29
ARI 10 @ SEA 13,2011-09-25,41,under,42.5,under,23
GB 27 @ CHI 17,2011-09-25,46,under,45.5,under,44
PIT 23 @ IND 20,2011-09-25,38.5,over,39.5,over,43
WAS 16 @ DAL 18,2011-09-26,45.5,under,44.5,under,34
NFL Week 3 Over Under Totals 2010,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
TEN 29 @ NYG 10,2010-09-26,42,under,43.5,under,39
BUF 30 @ NE 38,2010-09-26,43,over,42.5,over,68
CLE 17 @ BAL 24,2010-09-26,37,over,36.5,over,41
PIT 38 @ TB 13,2010-09-26,34,over,33,over,51
CIN 20 @ CAR 7,2010-09-26,38.5,under,37.5,under,27
ATL 27 @ NO 24,2010-09-26,50,over,49.5,over,51
SF 10 @ KC 31,2010-09-26,36,over,38,over,41
DET 10 @ MIN 24,2010-09-26,41.5,under,42.5,under,34
DAL 27 @ HOU 13,2010-09-26,46.5,under,47.5,under,40
WAS 16 @ STL 30,2010-09-26,39.5,over,39,over,46
PHI 28 @ JAC 3,2010-09-26,44,under,45,under,31
IND 27 @ DEN 13,2010-09-26,48,under,47,under,40
SD 20 @ SEA 27,2010-09-26,43.5,over,44,over,47
OAK 23 @ ARI 24,2010-09-26,40,over,38.5,over,47
NYJ 31 @ MIA 23,2010-09-26,35,over,35.5,over,54
GB 17 @ CHI 20,2010-09-27,45,under,45.5,under,37
NFL Week 3 Over Under Totals 2009,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
TEN 17 @ NYJ 24,2009-09-27,37.5,over,36.5,over,41
JAC 31 @ HOU 24,2009-09-27,47,over,47,over,55
KC 14 @ PHI 34,2009-09-27,42,over,38.5,over,48
CLE 3 @ BAL 34,2009-09-27,39,under,38.5,under,37
NYG 24 @ TB 0,2009-09-27,43,under,46,under,24
WAS 14 @ DET 19,2009-09-27,38.5,under,39.5,under,33
GB 36 @ STL 17,2009-09-27,41,over,42.5,over,53
SF 24 @ MIN 27,2009-09-27,40.5,over,39,over,51
ATL 10 @ NE 26,2009-09-27,44.5,under,45.5,under,36
CHI 25 @ SEA 19,2009-09-27,37,over,37.5,over,44
NO 27 @ BUF 7,2009-09-27,52.5,under,51.5,under,34
MIA 13 @ SD 23,2009-09-27,43,under,45,under,36
PIT 20 @ CIN 23,2009-09-27,37,over,36.5,over,43
DEN 23 @ OAK 3,2009-09-27,36.5,under,38.5,under,26
IND 31 @ ARI 10,2009-09-27,48,under,49,under,41
CAR 7 @ DAL 21,2009-09-28,45,under,48,under,28
NFL Week 3 Over Under Totals 2008,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
KC 14 @ ATL 38,2008-09-21,36,over,37,over,52
OAK 23 @ BUF 24,2008-09-21,37.5,over,37,over,47
HOU 12 @ TEN 31,2008-09-21,37.5,over,40,over,43
CIN 23 @ NYG 26,2008-09-21,41.5,over,42,over,49
ARI 17 @ WAS 24,2008-09-21,41.5,under,43.5,under,41
MIA 38 @ NE 13,2008-09-21,34.5,over,37,over,51
TB 27 @ CHI 24,2008-09-21,37,over,34.5,over,51
CAR 10 @ MIN 20,2008-09-21,44,under,37.5,under,30
STL 13 @ SEA 37,2008-09-21,44,over,44.5,over,50
DET 13 @ SF 31,2008-09-21,44,push,47,under,44
NO 32 @ DEN 34,2008-09-21,51,over,51.5,over,66
PIT 6 @ PHI 15,2008-09-21,45.5,under,44.5,under,21
JAC 23 @ IND 21,2008-09-21,42,over,41.5,over,44
CLE 10 @ BAL 28,2008-09-21,39.5,under,37,over,38
DAL 27 @ GB 16,2008-09-21,52,under,50.5,under,43
NYJ 29 @ SD 48,2008-09-22,42.5,over,46,over,77
NFL Week 3 Over Under Totals 2007,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
IND 30 @ HOU 24,2007-09-23,47.5,over,46,over,54
SD 24 @ GB 31,2007-09-23,45,over,42.5,over,55
MIN 10 @ KC 13,2007-09-23,34,under,34,under,23
DET 21 @ PHI 56,2007-09-23,44.5,over,44.5,over,77
BUF 7 @ NE 38,2007-09-23,42,over,41,over,45
MIA 28 @ NYJ 31,2007-09-23,35.5,over,36.5,over,59
ARI 23 @ BAL 26,2007-09-23,35,over,35.5,over,49
STL 3 @ TB 24,2007-09-23,38,under,38.5,under,27
SF 16 @ PIT 37,2007-09-23,38,over,37.5,over,53
JAC 23 @ DEN 14,2007-09-23,35.5,over,36,over,37
CIN 21 @ SEA 24,2007-09-23,49,under,49.5,under,45
CLE 24 @ OAK 26,2007-09-23,39.5,over,41.5,over,50
CAR 27 @ ATL 20,2007-09-23,36,over,38,over,47
NYG 24 @ WAS 17,2007-09-23,41.5,under,41.5,under,41
DAL 34 @ CHI 10,2007-09-23,43,over,41,over,44
TEN 31 @ NO 14,2007-09-24,45.5,under,46,under,45
NFL Week 4 Over Under Totals 2018,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
MIN 31 @ LAR 38,2018-09-27,48,over,48.5,over,69
BUF 0 @ GB 22,2018-09-30,44.5,under,44,under,22
CIN 37 @ ATL 36,2018-09-30,48,over,52,over,73
DET 24 @ DAL 26,2018-09-30,44,over,44,over,50
HOU 37 @ IND 34,2018-09-30,47.5,over,48,over,71
MIA 7 @ NE 38,2018-09-30,48,under,50.5,under,45
NYJ 12 @ JAC 31,2018-09-30,38,over,40.5,over,43
PHI 23 @ TEN 26,2018-09-30,42,over,41.5,over,49
TB 10 @ CHI 48,2018-09-30,47,over,46,over,58
CLE 42 @ OAK 45,2018-09-30,44,over,44.5,over,87
SEA 20 @ ARI 17,2018-09-30,37.5,under,40,under,37
NO 33 @ NYG 18,2018-09-30,50,over,51.5,under,51
SF 27 @ LAC 29,2018-09-30,47,over,46,over,56
BAL 26 @ PIT 14,2018-09-30,51,under,51,under,40
KC 27 @ DEN 23,2018-10-01,55,under,53.5,under,50
NFL Week 4 Over Under Totals 2017,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
CHI 14 @ GB 35,2017-09-28,45.5,over,44,over,49
NO 20 @ MIA 0,2017-10-01,50,under,51.5,under,20
TEN 14 @ HOU 57,2017-10-01,43.5,over,43,over,71
DET 14 @ MIN 7,2017-10-01,42.5,under,43,under,21
CAR 33 @ NE 30,2017-10-01,48,over,48,over,63
JAC 20 @ NYJ 23,2017-10-01,39.5,over,38.5,over,43
BUF 23 @ ATL 17,2017-10-01,48.5,under,48,under,40
PIT 26 @ BAL 9,2017-10-01,45,under,42,under,35
CIN 31 @ CLE 7,2017-10-01,40,under,41.5,under,38
LAR 35 @ DAL 30,2017-10-01,46.5,over,51,over,65
SF 15 @ ARI 18,2017-10-01,44.5,under,43,under,33
PHI 26 @ LAC 24,2017-10-01,46.5,over,48,over,50
NYG 23 @ TB 25,2017-10-01,44,over,46,over,48
OAK 10 @ DEN 16,2017-10-01,46.5,under,44,under,26
IND 18 @ SEA 46,2017-10-01,41.5,over,41.5,over,64
WAS 20 @ KC 29,2017-10-02,49.5,under,48,over,49
NFL Week 4 Over Under Totals 2016,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
MIA 7 @ CIN 22,2016-09-29,44.5,under,46,under,29
IND 27 @ JAC 30,2016-10-02,49.5,over,48,over,57
BUF 16 @ NE 0,2016-10-02,44.5,under,41,under,16
SEA 27 @ NYJ 17,2016-10-02,41.5,over,40,over,44
DET 14 @ CHI 17,2016-10-02,46,under,48,under,31
CAR 33 @ ATL 48,2016-10-02,50,over,48.5,over,81
OAK 28 @ BAL 27,2016-10-02,46.5,over,45,over,55
TEN 20 @ HOU 27,2016-10-02,41,over,40,over,47
CLE 20 @ WAS 31,2016-10-02,45.5,over,48,over,51
DEN 27 @ TB 7,2016-10-02,44.5,under,43,under,34
LA 17 @ ARI 13,2016-10-02,44,under,43.5,under,30
NO 35 @ SD 34,2016-10-02,53.5,over,54,over,69
DAL 24 @ SF 17,2016-10-02,46,under,44,under,41
KC 14 @ PIT 43,2016-10-02,47.5,over,48,over,57
NYG 10 @ MIN 24,2016-10-03,44,under,42.5,under,34
NFL Week 4 Over Under Totals 2015,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
BAL 23 @ PIT 20,2015-10-01,46.5,under,44,under,43
NYJ 27 @ MIA 14,2015-10-04,41,push,42,under,41
OAK 20 @ CHI 22,2015-10-04,44.5,under,44.5,under,42
HOU 21 @ ATL 48,2015-10-04,46,over,47.5,over,69
NYG 24 @ BUF 10,2015-10-04,47,under,46.5,under,34
JAC 13 @ IND 16,2015-10-04,47,under,43,under,29
KC 21 @ CIN 36,2015-10-04,44,over,45,over,57
PHI 20 @ WAS 23,2015-10-04,48,under,46,under,43
CAR 37 @ TB 23,2015-10-04,39.5,over,40,over,60
CLE 27 @ SD 30,2015-10-04,44.5,over,44.5,over,57
STL 24 @ ARI 22,2015-10-04,43,over,43.5,over,46
MIN 20 @ DEN 23,2015-10-04,43.5,under,43.5,under,43
GB 17 @ SF 3,2015-10-04,47.5,under,48,under,20
DAL 20 @ NO 26,2015-10-04,47,under,48,under,46
DET 10 @ SEA 13,2015-10-05,42.5,under,43,under,23
NFL Week 4 Over Under Totals 2014,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
NYG 45 @ WAS 14,2014-09-25,45,over,44.5,over,59
GB 38 @ CHI 17,2014-09-28,49,over,51,over,55
BUF 17 @ HOU 23,2014-09-28,42,under,44,under,40
TEN 17 @ IND 41,2014-09-28,45.5,over,45.5,over,58
CAR 10 @ BAL 38,2014-09-28,39,over,42.5,over,48
DET 24 @ NYJ 17,2014-09-28,45,under,43.5,under,41
TB 27 @ PIT 24,2014-09-28,43.5,over,44.5,over,51
MIA 38 @ OAK 14,2014-09-28,40,over,41,over,52
JAC 14 @ SD 33,2014-09-28,44.5,over,45,over,47
ATL 28 @ MIN 41,2014-09-28,46.5,over,48,over,69
PHI 21 @ SF 26,2014-09-28,51,under,48.5,under,47
NO 17 @ DAL 38,2014-09-28,53,over,53.5,over,55
NE 14 @ KC 41,2014-09-29,45,over,47,over,55
NFL Week 4 Over Under Totals 2013,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
SF 35 @ STL 11,2013-09-26,44,over,43,over,46
BAL 20 @ BUF 23,2013-09-29,44,under,45,under,43
ARI 13 @ TB 10,2013-09-29,40.5,under,40,under,23
PIT 27 @ MIN 34,2013-09-29,42,over,41.5,over,61
NYG 7 @ KC 31,2013-09-29,44,under,43.5,under,38
IND 37 @ JAC 3,2013-09-29,42,under,42.5,under,40
SEA 23 @ HOU 20,2013-09-29,45,under,41,over,43
CIN 6 @ CLE 17,2013-09-29,41.5,under,42.5,under,23
CHI 32 @ DET 40,2013-09-29,48,over,48,over,72
NYJ 13 @ TEN 38,2013-09-29,39,over,40.5,over,51
WAS 24 @ OAK 14,2013-09-29,43.5,under,45.5,under,38
PHI 20 @ DEN 52,2013-09-29,57,over,57.5,over,72
DAL 21 @ SD 30,2013-09-29,45.5,over,47,over,51
NE 30 @ ATL 23,2013-09-29,49,over,49,over,53
MIA 17 @ NO 38,2013-09-30,47,over,48.5,over,55
NFL Week 4 Over Under Totals 2012,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
CLE 16 @ BAL 23,2012-09-27,45,under,44,under,39
CAR 28 @ ATL 30,2012-09-30,49.5,over,48,over,58
SEA 13 @ STL 19,2012-09-30,40.5,under,39.5,under,32
SF 34 @ NYJ 0,2012-09-30,40.5,under,40.5,under,34
SD 37 @ KC 20,2012-09-30,44.5,over,43,over,57
TEN 14 @ HOU 38,2012-09-30,44.5,over,44.5,over,52
MIN 20 @ DET 13,2012-09-30,47,under,48,under,33
NE 52 @ BUF 28,2012-09-30,50.5,over,48,over,80
CIN 27 @ JAC 10,2012-09-30,43,under,45.5,under,37
OAK 6 @ DEN 37,2012-09-30,47,under,47,under,43
MIA 21 @ ARI 24,2012-09-30,40.5,over,38.5,over,45
WAS 24 @ TB 22,2012-09-30,48,under,44.5,over,46
NO 27 @ GB 28,2012-09-30,54,over,54,over,55
NYG 17 @ PHI 19,2012-09-30,46.5,under,46,under,36
CHI 34 @ DAL 18,2012-10-01,42.5,over,41,over,52
NFL Week 4 Over Under Totals 2011,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
DET 34 @ DAL 30,2011-10-02,46.5,over,46,over,64
NO 23 @ JAC 10,2011-10-02,47,under,45,under,33
SF 24 @ PHI 23,2011-10-02,44,over,43.5,over,47
WAS 17 @ STL 10,2011-10-02,42.5,under,44,under,27
TEN 31 @ CLE 13,2011-10-02,37.5,over,37.5,over,44
BUF 20 @ CIN 23,2011-10-02,44,under,41.5,over,43
MIN 17 @ KC 22,2011-10-02,40,under,40,under,39
CAR 29 @ CHI 34,2011-10-02,44,over,41.5,over,63
PIT 10 @ HOU 17,2011-10-02,45.5,under,46,under,27
ATL 30 @ SEA 28,2011-10-02,41,over,39.5,over,58
NYG 31 @ ARI 27,2011-10-02,44.5,over,45.5,over,58
MIA 16 @ SD 26,2011-10-02,46,under,45,under,42
DEN 23 @ GB 49,2011-10-02,48,over,46.5,over,72
NE 31 @ OAK 19,2011-10-02,52.5,under,55,under,50
NYJ 17 @ BAL 34,2011-10-02,40,over,43,over,51
IND 17 @ TB 24,2011-10-03,41.5,under,40,over,41
NFL Week 4 Over Under Totals 2010,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
DEN 26 @ TEN 20,2010-10-03,41.5,over,43.5,over,46
BAL 17 @ PIT 14,2010-10-03,34.5,under,34.5,under,31
CIN 20 @ CLE 23,2010-10-03,38,over,36.5,over,43
DET 26 @ GB 28,2010-10-03,45,over,46,over,54
CAR 14 @ NO 16,2010-10-03,45,under,43.5,under,30
SF 14 @ ATL 16,2010-10-03,41.5,under,42.5,under,30
SEA 3 @ STL 20,2010-10-03,38,under,40,under,23
NYJ 38 @ BUF 14,2010-10-03,36.5,over,36.5,over,52
IND 28 @ JAC 31,2010-10-03,46.5,over,45.5,over,59
HOU 31 @ OAK 24,2010-10-03,43,over,43.5,over,55
ARI 10 @ SD 41,2010-10-03,46,over,47,over,51
WAS 17 @ PHI 12,2010-10-03,43,under,44,under,29
CHI 3 @ NYG 17,2010-10-03,42.5,under,44,under,20
NE 41 @ MIA 14,2010-10-04,46,over,48,over,55
NFL Week 4 Over Under Totals 2009,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
OAK 6 @ HOU 29,2009-10-04,42.5,under,42.5,under,35
BAL 21 @ NE 27,2009-10-04,44,over,45.5,over,48
CIN 23 @ CLE 20,2009-10-04,38.5,over,37.5,over,43
NYG 27 @ KC 16,2009-10-04,42.5,over,43,push,43
DET 24 @ CHI 48,2009-10-04,38,over,43,over,72
TB 13 @ WAS 16,2009-10-04,37.5,under,36.5,under,29
SEA 17 @ IND 34,2009-10-04,44,over,43.5,over,51
TEN 17 @ JAC 37,2009-10-04,41,over,42,over,54
NYJ 10 @ NO 24,2009-10-04,47.5,under,47,under,34
BUF 10 @ MIA 38,2009-10-04,37.5,over,37.5,over,48
STL 0 @ SF 35,2009-10-04,38,under,36.5,under,35
DAL 10 @ DEN 17,2009-10-04,43.5,under,43.5,under,27
SD 28 @ PIT 38,2009-10-04,41,over,43,over,66
GB 23 @ MIN 30,2009-10-05,46.5,over,46,over,53
NFL Week 4 Over Under Totals 2008,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
DEN 19 @ KC 33,2008-09-28,47,over,47,over,52
CLE 20 @ CIN 12,2008-09-28,42.5,under,42,under,32
HOU 27 @ JAC 30,2008-09-28,40,over,43,over,57
ARI 35 @ NYJ 56,2008-09-28,45,over,43.5,over,91
SF 17 @ NO 31,2008-09-28,50,under,48,push,48
ATL 9 @ CAR 24,2008-09-28,39,under,38.5,under,33
MIN 17 @ TEN 30,2008-09-28,37,over,35,over,47
GB 21 @ TB 30,2008-09-28,42,over,43,over,51
BUF 31 @ STL 14,2008-09-28,42,over,43.5,over,45
SD 28 @ OAK 18,2008-09-28,46,push,45.5,over,46
WAS 26 @ DAL 24,2008-09-28,47,over,46.5,over,50
PHI 20 @ CHI 24,2008-09-28,41,over,39,over,44
BAL 20 @ PIT 23,2008-09-29,34.5,over,34.5,over,43
NFL Week 4 Over Under Totals 2007,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
OAK 35 @ MIA 17,2007-09-30,39.5,over,40,over,52
HOU 16 @ ATL 26,2007-09-30,39.5,over,39,over,42
BAL 13 @ CLE 27,2007-09-30,38,over,40,push,40
CHI 27 @ DET 37,2007-09-30,44,over,46,over,64
GB 23 @ MIN 16,2007-09-30,39.5,under,38,over,39
STL 7 @ DAL 35,2007-09-30,45,under,47,under,42
NYJ 14 @ BUF 17,2007-09-30,37,under,37.5,under,31
TB 20 @ CAR 7,2007-09-30,39.5,under,39,under,27
SEA 23 @ SF 3,2007-09-30,41.5,under,40.5,under,26
PIT 14 @ ARI 21,2007-09-30,41,under,42.5,under,35
KC 30 @ SD 16,2007-09-30,40,over,38.5,over,46
DEN 20 @ IND 38,2007-09-30,46.5,over,46,over,58
PHI 3 @ NYG 16,2007-09-30,48,under,47.5,under,19
NE 34 @ CIN 13,2007-10-01,52,under,54,under,47
NFL Week 5 Over Under Totals 2018,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
IND 24 @ NE 38,2018-10-04,53,over,49.5,over,62
MIA 17 @ CIN 27,2018-10-07,50,under,47.5,under,44
ATL 17 @ PIT 41,2018-10-07,56.5,over,57,over,58
BAL 9 @ CLE 12,2018-10-07,47,under,44.5,under,21
DEN 16 @ NYJ 34,2018-10-07,42.5,over,42,over,50
GB 23 @ DET 31,2018-10-07,51,over,50,over,54
JAC 14 @ KC 39,2018-10-07,49,over,48,over,53
NYG 31 @ CAR 33,2018-10-07,44,over,43.5,over,64
TEN 12 @ BUF 13,2018-10-07,39.5,under,38,under,25
OAK 10 @ LAC 26,2018-10-07,52,under,52,under,36
