NFL Week 1 Over Under Totals 2018,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
PIT 13 @ KC 23,2015-10-25,43,under,41.5,under,36
HOU 26 @ MIA 44,2015-10-25,43,over,46.5,over,70
ATL 10 @ TEN 7,2015-10-25,47.5,under,45.5,under,17
MIN 28 @ DET 19,2015-10-25,44.5,over,44.5,over,47
NO 27 @ IND 21,2015-10-25,52.5,under,52.5,under,48
NYJ 23 @ NE 30,2015-10-25,49,over,47,over,53
CLE 6 @ STL 24,2015-10-25,42.5,under,43.5,under,30
TB 30 @ WAS 31,2015-10-25,44,over,42,over,61
OAK 37 @ SD 29,2015-10-25,47,over,48,over,66
DAL 20 @ NYG 27,2015-10-25,45.5,over,44.5,over,47
PHI 16 @ CAR 27,2015-10-25,46.5,under,46,under,43
BAL 18 @ ARI 26,2015-10-26,48.5,under,49.5,under,44
NFL Week 7 Over Under Totals 2014,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
NYJ 25 @ NE 27,2014-10-16,47,over,44.5,over,52
ATL 7 @ BAL 29,2014-10-19,49.5,under,49.5,under,36
TEN 17 @ WAS 19,2014-10-19,47,under,46,under,36
SEA 26 @ STL 28,2014-10-19,46,over,43.5,over,54
CLE 6 @ JAC 24,2014-10-19,45,under,44.5,under,30
CIN 0 @ IND 27,2014-10-19,49,under,50.5,under,27
MIN 16 @ BUF 17,2014-10-19,43.5,under,43.5,under,33
MIA 27 @ CHI 14,2014-10-19,49,under,47.5,under,41
NO 23 @ DET 24,2014-10-19,52,under,45.5,over,47
CAR 17 @ GB 38,2014-10-19,49,over,48.5,over,55
KC 23 @ SD 20,2014-10-19,46.5,under,46,under,43
ARI 24 @ OAK 13,2014-10-19,43.5,under,46,under,37
NYG 21 @ DAL 31,2014-10-19,48.5,over,47,over,52
SF 17 @ DEN 42,2014-10-19,47,over,48,over,59
HOU 23 @ PIT 30,2014-10-20,44.5,over,44.5,over,53
NFL Week 7 Over Under Totals 2013,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
SEA 34 @ ARI 22,2013-10-17,40,over,41,over,56
TB 23 @ ATL 31,2013-10-20,41.5,over,43,over,54
CHI 41 @ WAS 45,2013-10-20,50.5,over,47.5,over,86
DAL 17 @ PHI 3,2013-10-20,56.5,under,55,under,20
NE 27 @ NYJ 30,2013-10-20,43,over,43,over,57
BUF 23 @ MIA 21,2013-10-20,43.5,over,43.5,over,44
STL 15 @ CAR 30,2013-10-20,42,over,42,over,45
CIN 27 @ DET 24,2013-10-20,47,over,45.5,over,51
SD 24 @ JAC 6,2013-10-20,45,under,44.5,under,30
HOU 16 @ KC 17,2013-10-20,40,under,38.5,under,33
SF 31 @ TEN 17,2013-10-20,38.5,over,41,over,48
BAL 16 @ PIT 19,2013-10-20,40,under,41,under,35
CLE 13 @ GB 31,2013-10-20,45.5,under,45,under,44
DEN 33 @ IND 39,2013-10-20,56.5,over,54.5,over,72
MIN 7 @ NYG 23,2013-10-21,47,under,47.5,under,30
NFL Week 7 Over Under Totals 2012,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
SEA 6 @ SF 13,2012-10-18,38.5,under,37.5,under,19
DAL 19 @ CAR 14,2012-10-21,45.5,under,45,under,33
BAL 13 @ HOU 43,2012-10-21,46.5,over,47,over,56
CLE 13 @ IND 17,2012-10-21,44,under,46.5,under,30
ARI 14 @ MIN 21,2012-10-21,41,under,38.5,under,35
TEN 35 @ BUF 34,2012-10-21,45,over,47,over,69
WAS 23 @ NYG 27,2012-10-21,48.5,over,51.5,under,50
NO 35 @ TB 28,2012-10-21,49,over,49.5,over,63
GB 30 @ STL 20,2012-10-21,44.5,over,45,over,50
NYJ 26 @ NE 29,2012-10-21,47,over,47.5,over,55
JAC 23 @ OAK 26,2012-10-21,43,over,44.5,over,49
PIT 24 @ CIN 17,2012-10-21,46,under,46.5,under,41
DET 7 @ CHI 13,2012-10-22,47.5,under,45.5,under,20
NFL Week 7 Over Under Totals 2011,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
CHI 24 @ TB 18,2011-10-23,42.5,under,44,under,42
WAS 20 @ CAR 33,2011-10-23,44.5,over,44.5,over,53
SD 21 @ NYJ 27,2011-10-23,45.5,over,43,over,48
SEA 3 @ CLE 6,2011-10-23,40,under,41,under,9
HOU 41 @ TEN 7,2011-10-23,43,over,44,over,48
DEN 18 @ MIA 15,2011-10-23,42.5,under,41.5,under,33
ATL 23 @ DET 16,2011-10-23,48.5,under,47,under,39
KC 28 @ OAK 0,2011-10-23,42,under,41.5,under,28
PIT 32 @ ARI 20,2011-10-23,42.5,over,46,over,52
STL 7 @ DAL 34,2011-10-23,44.5,under,43,under,41
GB 33 @ MIN 27,2011-10-23,47.5,over,47,over,60
IND 7 @ NO 62,2011-10-23,47.5,over,49,over,69
BAL 7 @ JAC 12,2011-10-24,39,under,38.5,under,19
NFL Week 7 Over Under Totals 2010,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
PIT 23 @ MIA 22,2010-10-24,40,over,40.5,over,45
CIN 32 @ ATL 39,2010-10-24,42,over,43.5,over,71
JAC 20 @ KC 42,2010-10-24,37.5,over,38.5,over,62
PHI 19 @ TEN 37,2010-10-24,43,over,41,over,56
WAS 17 @ CHI 14,2010-10-24,40.5,under,39.5,under,31
CLE 30 @ NO 17,2010-10-24,43,over,44,over,47
BUF 34 @ BAL 37,2010-10-24,37,over,39.5,over,71
SF 20 @ CAR 23,2010-10-24,34.5,over,36.5,over,43
STL 17 @ TB 18,2010-10-24,38,under,38.5,under,35
ARI 10 @ SEA 22,2010-10-24,39.5,under,40.5,under,32
NE 23 @ SD 20,2010-10-24,48,under,49,under,43
OAK 59 @ DEN 14,2010-10-24,42.5,over,43,over,73
MIN 24 @ GB 28,2010-10-24,44.5,over,43.5,over,52
NYG 41 @ DAL 35,2010-10-25,44.5,over,45,over,76
NFL Week 7 Over Under Totals 2009,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
SD 37 @ KC 7,2009-10-25,43,over,44,push,44
IND 42 @ STL 6,2009-10-25,45.5,over,45,over,48
GB 31 @ CLE 3,2009-10-25,43,under,41.5,under,34
MIN 17 @ PIT 27,2009-10-25,44.5,under,46.5,under,44
NE 35 @ TB 7,2009-10-25,44,under,44.5,under,42
SF 21 @ HOU 24,2009-10-25,44,over,44.5,over,45
NYJ 38 @ OAK 0,2009-10-25,34,over,34,over,38
BUF 20 @ CAR 9,2009-10-25,37,under,37,under,29
CHI 10 @ CIN 45,2009-10-25,44,over,42.5,over,55
NO 46 @ MIA 34,2009-10-25,46.5,over,48,over,80
ATL 21 @ DAL 37,2009-10-25,47,over,47.5,over,58
ARI 24 @ NYG 17,2009-10-25,46.5,under,46.5,under,41
PHI 27 @ WAS 17,2009-10-26,38.5,over,38,over,44
NFL Week 7 Over Under Totals 2008,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
TEN 34 @ KC 10,2008-10-19,35.5,over,35,over,44
SD 14 @ BUF 23,2008-10-19,46.5,under,44.5,under,37
PIT 38 @ CIN 10,2008-10-19,37,over,36.5,over,48
BAL 27 @ MIA 13,2008-10-19,34.5,over,35.5,over,40
DAL 14 @ STL 34,2008-10-19,48,push,45,over,48
MIN 41 @ CHI 48,2008-10-19,39.5,over,38,over,89
NO 7 @ CAR 30,2008-10-19,43.5,under,44.5,under,37
SF 17 @ NYG 29,2008-10-19,45,over,46.5,under,46
DET 21 @ HOU 28,2008-10-19,47,over,47.5,over,49
NYJ 13 @ OAK 16,2008-10-19,43,under,41,under,29
CLE 11 @ WAS 14,2008-10-19,42.5,under,41.5,under,25
IND 14 @ GB 34,2008-10-19,48,push,46.5,over,48
SEA 10 @ TB 20,2008-10-19,39,under,39.5,under,30
DEN 7 @ NE 41,2008-10-20,46,over,48,push,48
NFL Week 7 Over Under Totals 2007,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
ARI 19 @ WAS 21,2007-10-21,38,over,35,over,40
ATL 16 @ NO 22,2007-10-21,42.5,under,42.5,under,38
BAL 14 @ BUF 19,2007-10-21,35,under,33.5,under,33
NE 49 @ MIA 28,2007-10-21,50.5,over,49.5,over,77
SF 15 @ NYG 33,2007-10-21,40,over,39,over,48
TB 16 @ DET 23,2007-10-21,43,under,44.5,under,39
TEN 38 @ HOU 36,2007-10-21,38.5,over,37.5,over,74
KC 12 @ OAK 10,2007-10-21,38,under,37.5,under,22
NYJ 31 @ CIN 38,2007-10-21,46,over,48,over,69
MIN 14 @ DAL 24,2007-10-21,47,under,45.5,under,38
CHI 19 @ PHI 16,2007-10-21,42,under,42.5,under,35
STL 6 @ SEA 33,2007-10-21,40,under,39.5,under,39
PIT 28 @ DEN 31,2007-10-21,39,over,38,over,59
IND 29 @ JAC 7,2007-10-22,45,under,45,under,36
NFL Week 8 Over Under Totals 2018,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
MIA 23 @ HOU 42,2018-10-25,45,over,45,over,65
PHI 24 @ JAC 18,2018-10-28,41,over,44.5,under,42
BAL 21 @ CAR 36,2018-10-28,43.5,over,44,over,57
CLE 18 @ PIT 33,2018-10-28,50.5,over,47.5,over,51
DEN 23 @ KC 30,2018-10-28,55.5,under,53,push,53
NYJ 10 @ CHI 24,2018-10-28,46,under,42.5,under,34
SEA 28 @ DET 14,2018-10-28,49,under,47.5,under,42
TB 34 @ CIN 37,2018-10-28,53.5,over,55,over,71
WAS 20 @ NYG 13,2018-10-28,42,under,43,under,33
IND 42 @ OAK 28,2018-10-28,51,over,51,over,70
GB 27 @ LAR 29,2018-10-28,57,under,57,under,56
SF 15 @ ARI 18,2018-10-28,43,under,40,under,33
NO 30 @ MIN 20,2018-10-28,52,under,53.5,under,50
NE 25 @ BUF 6,2018-10-29,44.5,under,44,under,31
NFL Week 8 Over Under Totals 2017,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
MIA 0 @ BAL 40,2017-10-26,37.5,over,38,over,40
MIN 33 @ CLE 16,2017-10-29,37.5,over,38.5,over,49
LAC 13 @ NE 21,2017-10-29,49,under,49.5,under,34
CHI 12 @ NO 20,2017-10-29,48,under,46,under,32
ATL 25 @ NYJ 20,2017-10-29,46.5,under,43.5,over,45
SF 10 @ PHI 33,2017-10-29,47.5,under,45,under,43
CAR 17 @ TB 3,2017-10-29,44,under,46,under,20
OAK 14 @ BUF 34,2017-10-29,45,over,47,over,48
IND 23 @ CIN 24,2017-10-29,41,over,44,over,47
HOU 38 @ SEA 41,2017-10-29,43,over,45,over,79
DAL 33 @ WAS 19,2017-10-29,50.5,over,46.5,over,52
PIT 20 @ DET 15,2017-10-29,45,under,44.5,under,35
DEN 19 @ KC 29,2017-10-30,42,over,42,over,48
NFL Week 8 Over Under Totals 2016,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
JAC 22 @ TEN 36,2016-10-27,46,over,43.5,over,58
WAS 27 @ CIN 27,2016-10-30,46.5,over,49,over,54
NYJ 31 @ CLE 28,2016-10-30,43.5,over,45.5,over,59
SEA 20 @ NO 25,2016-10-30,47.5,under,50,under,45
NE 41 @ BUF 25,2016-10-30,47.5,over,48,over,66
GB 32 @ ATL 33,2016-10-30,52.5,over,51,over,65
OAK 30 @ TB 24,2016-10-30,49,over,48,over,54
KC 30 @ IND 14,2016-10-30,49,under,50.5,under,44
DET 13 @ HOU 20,2016-10-30,45,under,46.5,under,33
SD 19 @ DEN 27,2016-10-30,44.5,over,43,over,46
ARI 20 @ CAR 30,2016-10-30,48,over,45.5,over,50
PHI 23 @ DAL 29,2016-10-30,43.5,over,44,over,52
MIN 10 @ CHI 20,2016-10-31,41,under,39.5,under,52
NFL Week 8 Over Under Totals 2015,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
MIA 7 @ NE 36,2015-10-29,52,under,51,under,43
DET 10 @ KC 45,2015-11-01,45.5,over,45,over,55
MIN 23 @ CHI 20,2015-11-01,42,over,43.5,under,43
ARI 34 @ CLE 20,2015-11-01,46,over,46,over,54
SD 26 @ BAL 29,2015-11-01,50,over,50,over,55
NYG 49 @ NO 52,2015-11-01,49,over,51.5,over,101
TEN 6 @ HOU 20,2015-11-01,43.5,under,43,under,26
CIN 16 @ PIT 10,2015-11-01,48.5,under,49,under,26
SF 6 @ STL 27,2015-11-01,39.5,under,41,under,33
TB 23 @ ATL 20,2015-11-01,49,under,47.5,under,43
NYJ 20 @ OAK 34,2015-11-01,44,over,43.5,over,54
SEA 13 @ DAL 12,2015-11-01,40.5,under,41.5,under,25
GB 10 @ DEN 29,2015-11-01,43,under,46,under,39
IND 26 @ CAR 29,2015-11-02,45,over,44.5,over,55
NFL Week 8 Over Under Totals 2014,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
SD 21 @ DEN 35,2014-10-23,51,over,51,over,56
DET 22 @ ATL 21,2014-10-26,47,under,45,under,43
STL 7 @ KC 34,2014-10-26,43,under,44.5,under,41
HOU 30 @ TEN 16,2014-10-26,43,over,43,over,46
MIN 19 @ TB 13,2014-10-26,41.5,under,43,under,32
SEA 13 @ CAR 9,2014-10-26,45.5,under,44.5,under,22
BAL 24 @ CIN 27,2014-10-26,46,over,44.5,over,51
MIA 27 @ JAC 13,2014-10-26,43.5,under,42,under,40
CHI 23 @ NE 51,2014-10-26,49.5,over,51,over,74
BUF 43 @ NYJ 23,2014-10-26,42,over,40,over,66
PHI 20 @ ARI 24,2014-10-26,48,under,49,under,44
OAK 13 @ CLE 23,2014-10-26,43,under,44.5,under,36
IND 34 @ PIT 51,2014-10-26,48.5,over,48,over,85
GB 23 @ NO 44,2014-10-26,53,over,55,over,67
WAS 20 @ DAL 17,2014-10-27,50,under,49,under,37
NFL Week 8 Over Under Totals 2013,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
CAR 31 @ TB 13,2013-10-24,38.5,over,39,over,44
SF 42 @ JAC 10,2013-10-27,40.5,over,40,over,52
CLE 17 @ KC 23,2013-10-27,39,over,39,over,40
MIA 17 @ NE 27,2013-10-27,45.5,under,46.5,under,44
BUF 17 @ NO 35,2013-10-27,50,over,48,over,52
DAL 30 @ DET 31,2013-10-27,51.5,over,51,over,61
NYG 15 @ PHI 7,2013-10-27,53,under,49,under,22
NYJ 9 @ CIN 49,2013-10-27,41,over,40.5,over,58
PIT 18 @ OAK 21,2013-10-27,40.5,under,40,under,39
ATL 13 @ ARI 27,2013-10-27,44.5,under,44.5,under,40
WAS 21 @ DEN 45,2013-10-27,56.5,over,58,over,66
GB 44 @ MIN 31,2013-10-27,46.5,over,47.5,over,75
SEA 14 @ STL 9,2013-10-28,43.5,under,43,under,23
NFL Week 8 Over Under Totals 2012,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
TB 36 @ MIN 17,2012-10-25,46.5,over,43,over,53
SD 6 @ CLE 7,2012-10-28,46,under,40.5,under,13
SEA 24 @ DET 28,2012-10-28,43.5,over,42.5,over,52
JAC 15 @ GB 24,2012-10-28,45.5,under,45,under,39
MIA 30 @ NYJ 9,2012-10-28,39.5,under,38.5,over,39
CAR 22 @ CHI 23,2012-10-28,44,over,41.5,over,45
ATL 30 @ PHI 17,2012-10-28,47,push,43.5,over,47
IND 19 @ TEN 13,2012-10-28,47,under,46.5,under,32
NE 45 @ STL 7,2012-10-28,46.5,over,46,over,52
WAS 12 @ PIT 27,2012-10-28,47.5,under,44.5,under,39
OAK 26 @ KC 16,2012-10-28,42.5,under,41.5,over,42
NYG 29 @ DAL 24,2012-10-28,47,over,47.5,over,53
NO 14 @ DEN 34,2012-10-28,54.5,under,54.5,under,48
SF 24 @ ARI 3,2012-10-29,37,under,38.5,under,27
NFL Week 8 Over Under Totals 2011,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
IND 10 @ TEN 27,2011-10-30,42,under,44,under,37
JAC 14 @ HOU 24,2011-10-30,41.5,under,4.5,over,38
MIN 24 @ CAR 21,2011-10-30,47,under,47,under,45
NO 21 @ STL 31,2011-10-30,47.5,over,48,over,52
ARI 27 @ BAL 30,2011-10-30,44.5,over,43,over,57
MIA 17 @ NYG 20,2011-10-30,42,under,41.5,under,37
WAS 0 @ BUF 23,2011-10-30,46,under,45,under,23
DET 45 @ DEN 10,2011-10-30,43.5,over,41.5,over,55
NE 17 @ PIT 25,2011-10-30,52,under,52.5,under,42
CLE 10 @ SF 20,2011-10-30,39.5,under,38.5,under,30
CIN 34 @ SEA 12,2011-10-30,37.5,over,37.5,over,46
DAL 7 @ PHI 34,2011-10-30,51,under,48.5,under,41
SD 20 @ KC 23,2011-10-31,44.5,under,44.5,under,43
NFL Week 8 Over Under Totals 2010,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
DEN 16 @ SF 24,2010-10-31,42,under,41,under,40
JAC 35 @ DAL 17,2010-10-31,42,over,44,over,52
WAS 25 @ DET 37,2010-10-31,44,over,44.5,over,62
GB 9 @ NYJ 0,2010-10-31,43,under,41.5,under,9
CAR 10 @ STL 20,2010-10-31,36,under,38,under,30
MIA 22 @ CIN 14,2010-10-31,43.5,under,43,under,36
BUF 10 @ KC 13,2010-10-31,43,under,45,under,23
TEN 25 @ SD 33,2010-10-31,44,over,45,over,58
TB 38 @ ARI 35,2010-10-31,40,over,38,over,73
SEA 3 @ OAK 33,2010-10-31,42,under,39.5,under,36
MIN 18 @ NE 28,2010-10-31,44,over,44.5,over,46
PIT 10 @ NO 20,2010-10-31,43.5,under,45,under,30
HOU 17 @ IND 30,2010-11-01,49,under,50.5,under,47
NFL Week 8 Over Under Totals 2009,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
DEN 7 @ BAL 30,2009-11-01,40.5,under,42.5,under,37
CLE 6 @ CHI 30,2009-11-01,40.5,under,40,under,36
HOU 31 @ BUF 10,2009-11-01,40.5,over,42,under,41
SF 14 @ IND 18,2009-11-01,45,under,45,under,32
MIA 30 @ NYJ 25,2009-11-01,40,over,40,over,55
STL 17 @ DET 10,2009-11-01,45,under,43.5,under,27
SEA 17 @ DAL 38,2009-11-01,45.5,over,46,over,55
NYG 17 @ PHI 40,2009-11-01,45.5,over,43,over,57
OAK 16 @ SD 24,2009-11-01,42.5,under,41.5,under,40
JAC 13 @ TEN 30,2009-11-01,43.5,under,44,under,43
MIN 38 @ GB 26,2009-11-01,48.5,over,46.5,over,64
CAR 34 @ ARI 21,2009-11-01,44,over,43.5,over,55
ATL 27 @ NO 35,2009-11-02,53.5,over,55.5,over,62
NFL Week 8 Over Under Totals 2008,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
OAK 10 @ BAL 29,2008-10-26,35,over,34.5,over,39
SD 32 @ NO 37,2008-10-26,46,over,45.5,over,69
KC 24 @ NYJ 28,2008-10-26,38.5,over,41,over,52
BUF 16 @ MIA 25,2008-10-26,40,over,41.5,under,41
TB 9 @ DAL 13,2008-10-26,40.5,under,40.5,under,22
ATL 14 @ PHI 27,2008-10-26,45,under,45,under,41
STL 16 @ NE 23,2008-10-26,44,under,41,under,39
ARI 23 @ CAR 27,2008-10-26,44,over,43,over,50
WAS 25 @ DET 17,2008-10-26,45,under,42,push,42
CLE 23 @ JAC 17,2008-10-26,41,under,42,under,40
CIN 6 @ HOU 35,2008-10-26,45,under,45.5,under,41
NYG 21 @ PIT 14,2008-10-26,44,under,41,under,35
SEA 34 @ SF 13,2008-10-26,42,over,41,over,47
IND 21 @ TEN 31,2008-10-27,42,over,40.5,over,52
NFL Week 8 Over Under Totals 2007,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
CLE 27 @ STL 20,2007-10-28,43.5,over,46,over,47
DET 16 @ CHI 7,2007-10-28,43.5,under,45.5,under,23
IND 31 @ CAR 7,2007-10-28,44,under,44,under,38
NYG 13 @ MIA 10,2007-10-28,48,under,47.5,under,23
PHI 23 @ MIN 16,2007-10-28,39.5,under,37.5,over,39
PIT 24 @ CIN 13,2007-10-28,48.5,under,48,under,37
OAK 9 @ TEN 13,2007-10-28,41.5,under,39.5,under,22
BUF 13 @ NYJ 3,2007-10-28,37,under,38,under,16
HOU 10 @ SD 35,2007-10-28,45,push,46,under,45
JAC 24 @ TB 23,2007-10-28,33,over,32.5,over,47
NO 31 @ SF 10,2007-10-28,40.5,over,40,over,41
WAS 7 @ NE 52,2007-10-28,49.5,over,46.5,over,59
GB 19 @ DEN 13,2007-10-29,42,under,43.5,under,32
NFL Week 9 Over Under Totals 2018,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
OAK 3 @ SF 34,2018-11-01,47,under,44,under,37
CHI 41 @ BUF 9,2018-11-04,38,over,38,over,50
PIT 23 @ BAL 16,2018-11-04,47.5,under,47,under,39
ATL 38 @ WAS 14,2018-11-04,48,over,46.5,over,52
DET 9 @ MIN 24,2018-11-04,50.5,under,47,under,33
KC 37 @ CLE 21,2018-11-04,52,over,51,over,58
NYJ 6 @ MIA 13,2018-11-04,45,under,43.5,under,19
TB 28 @ CAR 42,2018-11-04,54,over,55.5,over,70
HOU 19 @ DEN 17,2018-11-04,46.5,under,46.5,under,36
LAC 25 @ SEA 17,2018-11-04,48,under,48.5,under,42
LAR 35 @ NO 45,2018-11-04,60,over,57.5,over,80
GB 17 @ NE 31,2018-11-04,57.5,under,56,under,48
TEN 28 @ DAL 14,2018-11-05,42.5,under,40,over,42
NFL Week 9 Over Under Totals 2017,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
BUF 21 @ NYJ 34,2017-11-02,42,over,42,over,55
IND 20 @ HOU 14,2017-11-05,48,under,45,under,34
ATL 17 @ CAR 20,2017-11-05,44,under,42,under,37
BAL 20 @ TEN 23,2017-11-05,43,push,41,over,43
TB 10 @ NO 30,2017-11-05,50,under,54,under,40
CIN 7 @ JAC 23,2017-11-05,39.5,under,38,under,30
LAR 51 @ NYG 17,2017-11-05,43.5,over,42.5,over,68
DEN 23 @ PHI 51,2017-11-05,43.5,over,41,over,74
WAS 17 @ SEA 14,2017-11-05,45,under,44.5,under,31
ARI 20 @ SF 10,2017-11-05,39,under,39,under,30
KC 17 @ DAL 28,2017-11-05,51,under,53,under,45
OAK 27 @ MIA 24,2017-11-05,43.5,over,44.5,over,51
DET 30 @ GB 17,2017-11-06,43,over,42.5,over,47
NFL Week 9 Over Under Totals 2016,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
ATL 43 @ TB 28,2016-11-03,51.5,over,49,over,71
DAL 35 @ CLE 10,2016-11-06,46.5,under,49,under,45
PIT 14 @ BAL 21,2016-11-06,47,under,46,under,35
PHI 23 @ NYG 28,2016-11-06,44,over,42.5,over,51
DET 22 @ MIN 16,2016-11-06,40.5,under,42.5,under,38
NYJ 23 @ MIA 27,2016-11-06,44,over,45,over,50
JAC 14 @ KC 19,2016-11-06,45,under,42.5,under,33
NO 41 @ SF 23,2016-11-06,51,over,53,over,64
CAR 13 @ LA 10,2016-11-06,45.5,under,44.5,under,23
TEN 35 @ SD 43,2016-11-06,48,over,47.5,over,78
IND 31 @ GB 26,2016-11-06,52.5,over,52,over,57
DEN 20 @ OAK 30,2016-11-06,44.5,over,44.5,over,50
BUF 25 @ SEA 31,2016-11-07,44,over,43.5,over,56
NFL Week 9 Over Under Totals 2015,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
CLE 10 @ CIN 31,2015-11-05,47,under,45.5,under,41
OAK 35 @ PIT 38,2015-11-08,48,over,47.5,over,73
GB 29 @ CAR 37,2015-11-08,46.5,over,45.5,over,66
WAS 10 @ NE 27,2015-11-08,52,under,51.5,under,37
TEN 34 @ NO 28,2015-11-08,48,over,50,over,62
JAC 23 @ NYJ 28,2015-11-08,43.5,over,42,over,51
STL 18 @ MIN 21,2015-11-08,40.5,under,40,under,39
MIA 17 @ BUF 33,2015-11-08,45,over,44,over,50
ATL 16 @ SF 17,2015-11-08,44.5,under,43.5,under,33
NYG 32 @ TB 18,2015-11-08,47,over,49,over,50
DEN 24 @ IND 27,2015-11-08,45,over,45,over,51
PHI 33 @ DAL 27,2015-11-08,44.5,over,43.5,over,60
CHI 22 @ SD 19,2015-11-09,51.5,under,49,under,41
NFL Week 9 Over Under Totals 2014,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
NO 28 @ CAR 10,2014-10-30,49,under,48.5,under,38
TB 17 @ CLE 22,2014-11-02,43.5,under,44,under,39
ARI 28 @ DAL 17,2014-11-02,44.5,over,45,push,45
PHI 31 @ HOU 21,2014-11-02,48.5,over,48.5,over,52
NYJ 10 @ KC 24,2014-11-02,41.5,under,41.5,under,34
JAC 23 @ CIN 33,2014-11-02,43,over,44,over,56
SD 0 @ MIA 37,2014-11-02,44,under,45.5,under,37
WAS 26 @ MIN 29,2014-11-02,44,over,43.5,over,55
STL 13 @ SF 10,2014-11-02,43.5,under,44,under,23
DEN 21 @ NE 43,2014-11-02,54,over,52.5,over,64
OAK 24 @ SEA 30,2014-11-02,43.5,over,43.5,over,54
BAL 23 @ PIT 43,2014-11-02,46.5,over,47.5,over,66
IND 40 @ NYG 24,2014-11-03,50,over,51,over,64
NFL Week 9 Over Under Totals 2013,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
CIN 20 @ MIA 22,2013-10-31,42,push,42,push,42
ATL 10 @ CAR 34,2013-11-03,42,over,46.5,under,44
MIN 23 @ DAL 27,2013-11-03,47,over,51,under,50
NO 20 @ NYJ 26,2013-11-03,45.5,over,45.5,over,46
TEN 28 @ STL 21,2013-11-03,39.5,over,41,over,49
KC 23 @ BUF 13,2013-11-03,41.5,under,40.5,under,36
SD 24 @ WAS 30,2013-11-03,51,over,49.5,over,54
PHI 49 @ OAK 20,2013-11-03,45.5,over,45.5,over,69
TB 24 @ SEA 27,2013-11-03,40.5,over,40,over,51
BAL 18 @ CLE 24,2013-11-03,39.5,over,41.5,over,42
PIT 31 @ NE 55,2013-11-03,43.5,over,42.5,over,86
IND 27 @ HOU 24,2013-11-03,47.5,over,42.5,over,51
CHI 27 @ GB 20,2013-11-04,49.5,under,50.5,under,47
NFL Week 9 Over Under Totals 2012,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
KC 13 @ SD 31,2012-11-01,44,push,41,over,44
BAL 25 @ CLE 15,2012-11-04,42.5,under,44,under,40
ARI 17 @ GB 31,2012-11-04,44.5,over,43,over,48
BUF 9 @ HOU 21,2012-11-04,48.5,under,47.5,under,30
MIA 20 @ IND 23,2012-11-04,43,push,44,under,43
DEN 31 @ CIN 23,2012-11-04,47,over,47.5,over,54
DET 31 @ JAC 14,2012-11-04,44,over,44,over,45
CAR 21 @ WAS 13,2012-11-04,46,under,48,under,34
CHI 50 @ TEN 20,2012-11-04,43.5,over,44,over,70
TB 42 @ OAK 32,2012-11-04,45.5,over,47,over,74
MIN 20 @ SEA 30,2012-11-04,39.5,over,38,over,50
PIT 24 @ NYG 20,2012-11-04,46.5,under,48,under,44
DAL 13 @ ATL 19,2012-11-04,47.5,under,47,under,32
PHI 13 @ NO 28,2012-11-05,52.5,under,51.5,under,41
